latitude,longitude
40.731008,-73.99777
40.731024,-73.997757
40.731216,-73.998151
40.731207,-73.998221
40.731225,-73.998253
40.73185,-73.9985
40.732056,-73.998585
40.732141,-73.998599
40.732189,-73.99856
40.732235,-73.998519
40.732273,-73.998563
40.732612,-73.998278
40.732946,-73.997987
40.732255,-73.996351
40.7316,-73.994786
40.732165,-73.994297
40.732731,-73.993814
40.733304,-73.993322
40.733922,-73.992792
40.734532,-73.992266
40.735104,-73.991777
40.735068,-73.991692
40.73517,-73.99161
40.735081,-73.991395
40.735171,-73.991318
40.735261,-73.991289
