latitude,longitude
40.731008,-73.99777
40.731024,-73.997757
40.731216,-73.998151
40.731207,-73.998221
40.731117,-73.998977
40.731057,-73.999035
40.731101,-73.999114
40.731074,-73.999341
40.731085,-73.999489
40.731015,-73.999547
40.730963,-73.99959
40.730991,-73.999647
40.730431,-74.000122
40.729986,-74.000497
40.729171,-74.00119
40.728103,-74.002099
40.727982,-74.002194
40.727601,-74.002513
40.726878,-74.003122
40.726802,-74.003194
40.726445,-74.003541
40.72625,-74.00373
40.725513,-74.004031
40.725503,-74.003901
40.725399,-74.003683
