latitude,longitude
40.731008,-73.99777
40.731024,-73.997757
40.731216,-73.998151
40.731207,-73.998221
40.731225,-73.998253
40.73185,-73.9985
40.732056,-73.998585
40.732141,-73.998599
40.732189,-73.99856
40.732215,-73.998612
40.732929,-74.000066
40.733663,-73.999523
40.733845,-73.999581
40.733992,-73.999628
40.73407,-73.999653
40.73423,-73.999713
40.73431,-73.999754
40.73437,-73.999787
40.734688,-73.999973
40.735307,-74.000356
40.735926,-74.000722
40.736564,-74.001095
40.737222,-74.000627
40.737861,-74.000174
40.738552,-73.999684
40.738495,-73.999544
