latitude,longitude
31.22881570874397,121.52978264447323
31.22893509134505,121.52956094773069
31.22914795934585,121.52915466761637
31.229446508430073,121.5290322614002
31.229528393561502,121.52900216073343
31.229905787697113,121.52883360331298
31.230044546232023,121.52876437549378
31.230044525714188,121.52875635042142
31.230244072472267,121.52939933680935
31.230616934237034,121.5306010164774
31.23065622289512,121.53072338865172
31.230792230703365,121.5311516877837
31.230980589918406,121.53173344304552
31.231075262416837,121.53161908784696
31.231955463766862,121.53106031152217
31.23257717961606,121.53066204003653
31.232665138949272,121.53066203266697
31.232665121348145,121.53065501112413
31.23330682400795,121.53025673303137
31.233768856704486,121.52995777214898
31.234115174344318,121.52975110408896
31.234233946822542,121.52968288291068
31.234376685255736,121.52960563160013
31.234509451055356,121.52953740895333
31.23468317496136,121.52946015471126
31.234947762563245,121.52934577735667
31.23572858339863,121.52902370972873
31.23626965072436,121.52875582847209
31.236326527093517,121.52871770456765
31.23642136803122,121.52867255547913
31.236680855767375,121.52851905341683
31.236720816864,121.52851102493302
31.23712402425924,121.52827424887373
31.237128001808973,121.52826622335114
31.237749831117323,121.52792208948598
31.2383976044047,121.52756189938104
31.23895553567392,121.52724785936253
31.239297863337953,121.52704920092846
31.239661198861498,121.52685756195679
31.24068815326362,121.52625355134904
31.241221126584154,121.52595455033189
31.241468671288267,121.52582411163078
31.24149859699875,121.52580103513169
31.24218825551721,121.5254107237425
31.2423080210534,121.52534249415446
31.242606458805824,121.5251809488334
31.242945800429,121.52499030548668
31.242869532220617,121.5244997251579
31.242821452121706,121.52408638754481
31.242789506012237,121.52372722092954
31.24276357317437,121.52337507355682
31.24273897688141,121.52277812000898
