latitude,longitude
31.2317105131,121.5330881077
31.2316725296,121.5330191796
31.2314922176,121.532743779
31.2313269742,121.5325716124
31.2310828937,121.5326227444
31.2310671649,121.532181879
31.2309524508,121.5319481983
31.2309350084,121.5315881335
31.2308876481,121.531416393
31.230803513,121.5312059911
31.2307484844,121.5310725653
31.2306500166,121.5307960418
31.2305691537,121.5305428451
31.230443953,121.530111709
31.2303177045,121.5296210196
31.2301709459,121.5293563179
31.2300903589,121.5292207987
31.2300106201,121.528828717
31.2299481263,121.5285998986
31.2298598092,121.5282912905
31.229773884,121.5280354801
31.2295997549,121.5274999017
31.2295137508,121.5272627524
31.2293687662,121.5270059588
31.2292506864,121.5269251906
31.2291046056,121.5269053023
31.2289397742,121.5271778805
31.2285156532,121.5273524412
31.2273449711,121.5285159972
31.2274332818,121.5282783381
31.2275052962,121.5282893148
31.2275792003,121.5283362129
31.2276116468,121.5282605107
31.2276092639,121.5282768581
31.2276939456,121.5287405774
31.2276322185,121.5294759806
31.2275296965,121.5296682251
31.2275349181,121.5298569814
31.2275670869,121.5299231531
31.2276685516,121.5299572997
31.2277053095,121.5297088456
