latitude,longitude
31.1883528107,121.7760703073
31.1901043398,121.7718514453
31.1918388224,121.768372175
31.2091213787,121.7301616816
31.2095367151,121.7250974258
31.1998147579,121.6749030499
31.199618724,121.6738670529
31.1874606668,121.6235345375
31.1859081781,121.6204725221
31.1742637877,121.5807179949
31.1762037982,121.5796864964
31.1785653203,121.5789003409
31.1856172827,121.5766548588
31.1856190073,121.5766543096
31.2107911451,121.5686390107
31.2089586388,121.5662987516
31.2029426661,121.524784073
31.205412673,121.525706399
31.2055776066,121.5257805016
