latitude,longitude
31.2140827149,121.523950622
31.2138836144,121.5239084069
31.2138437761,121.5239844826
31.2138436755,121.5243069074
31.2138436755,121.5243070385
31.2138436079,121.5245234289
31.2137846533,121.5248009476
31.2137226907,121.5251018126
31.2136436039,121.5256076217
31.2135452995,121.5257341939
31.2132186699,121.5257997654
31.2128826503,121.5259001926
31.2126795367,121.5261487491
31.2122280032,121.5264421097
31.2120106906,121.5265433969
31.2116442413,121.5263907282
31.2114072005,121.5263391545
31.2109941605,121.5263411917
31.2107367004,121.5263435133
31.2099199636,121.5265207484
