latitude,longitude
31.213976338,121.5261575615
31.2135151653,121.525759337
31.2133265385,121.525747924
31.2130361766,121.5257251155
31.2128009182,121.5258201554
31.21255216,121.5263156456
31.2125217552,121.526370034
31.2122013114,121.5264308148
31.2121268215,121.5264247778
31.2120246671,121.5264848518
31.211830796,121.5264418613
31.2114827059,121.5264052566
31.2112049779,121.5263491406
31.2109696952,121.5263263815
31.2106397615,121.5264693198
31.2098840601,121.5272327759
31.2097617132,121.5269161373
