latitude,longitude
31.2277053095,121.5297088456
31.2276435164,121.5297626302
31.227637833,121.5297562807
31.2276299716,121.5297538216
31.2276265037,121.5297732206
31.2276187851,121.5297896725
31.2276046894,121.5297889509
31.2279041358,121.5293099771
31.2278626173,121.5291215673
31.2278453444,121.5288104637
31.2278494574,121.5283880268
31.2277912376,121.5284072583
31.2277766809,121.5284668138
31.2278187311,121.5283593755
31.2279383686,121.5280577327
31.228497076,121.5273209412
31.2287211605,121.5269956189
31.2288655486,121.5266584236
31.2286473751,121.5263651011
31.2285870586,121.5261449334
31.2285304532,121.5261664886
31.2284697433,121.5260536268
31.2285138038,121.5258426597
31.2287601186,121.5254751654
31.2290204471,121.5252132787
31.2290485009,121.5248978305
31.2288632076,121.524478218
31.2286895652,121.5239780025
31.2285432427,121.5235686298
31.2284625476,121.5233437403
31.2283614433,121.5231030937
31.2283385959,121.5229151811
31.2283453277,121.5228038607
31.2282909253,121.5225546396
31.2282893907,121.5222828884
31.2284247111,121.5220790784
31.2287296286,121.5219064032
31.2289806722,121.5217692597
31.2295097644,121.5214902058
31.2294250111,121.5215491533
31.2296195253,121.5213646714
31.2297291877,121.5210379355
31.2296459377,121.5206031061
31.2296311575,121.5206783214
31.2296734289,121.5208052938
31.2293806935,121.5204794655
