latitude,longitude
31.2119639207,121.456468651
31.2119121519,121.4563702656
31.2119036848,121.4563568623
31.2119199887,121.4564656302
31.211941769,121.456646748
31.2119039947,121.4568214338
31.2117412436,121.4569729198
31.2114674287,121.4570452061
31.2111510271,121.4570989428
31.2108688242,121.4571330172
31.210636583,121.4572026596
31.2104467659,121.457235518
31.2101491569,121.4572695625
31.2099712811,121.4573277455
31.2096486197,121.457337942
31.2090588936,121.457353167
31.2087731614,121.4573560082
31.2081759971,121.4573686441
31.2077792407,121.4575340678
31.2074028418,121.4575847913
31.2071381844,121.457640239
31.2070200028,121.4576581871
31.2067966165,121.457688787
31.206468916,121.4576490287
31.2062086066,121.4576191574
31.2058352385,121.4576006378
31.2054718618,121.4575628021
31.2051523422,121.4573378259
31.2050299806,121.4571850881
31.2048854775,121.4566930735
31.204856881,121.4566717364
