latitude,longitude
31.2378846513,121.4840965233
31.2379610035,121.484087697
31.2379891896,121.4840811595
31.2381079906,121.4840393126
31.2382036825,121.4840057029
31.2383033155,121.4839661009
31.2383826132,121.4839302243
31.2384589638,121.4838988945
31.2386428479,121.4839000849
31.2388998357,121.4838439686
31.2389981572,121.4837986633
31.2390983347,121.4837389062
31.2393996497,121.4836324902
31.2395726398,121.4835250775
31.2397896819,121.4834273061
31.239920133,121.483374923
31.2402403628,121.4831916662
31.2402450291,121.4830293345
31.2401719642,121.4826846493
31.2401877934,121.4825038543
31.2400865366,121.4820746453
31.2399644878,121.481663324
31.239881812,121.4813885334
31.2398145883,121.4811479068
31.2397650206,121.4809616472
31.2397441577,121.480888707
31.2397303214,121.4807935273
31.2397289443,121.4806996896
31.2397334125,121.480661016
31.2397334207,121.480660945
31.2397498346,121.4805188785
31.2396365875,121.4804027251
31.2394794215,121.4803671337
31.2394320858,121.4800744638
31.2393577285,121.4798479314
31.2392634166,121.4795937154
31.2391778742,121.4794152115
31.2390995224,121.4792456309
31.2389229881,121.478794631
31.2388299896,121.4785809621
31.238697529,121.4782511709
31.2387573167,121.478256089
31.238665352,121.4780203776
31.2385096243,121.4778339914
31.2382390187,121.4773213615
31.2381424916,121.4770984305
31.2380496808,121.4768492828
31.2379628251,121.4766046847
31.2379356566,121.476526731
31.2379359152,121.4765419695
31.2379281637,121.4765645174
31.2379348942,121.4766104101
31.2375642617,121.4769431605
