latitude,longitude
40.6845404481,-73.9848805541
40.6846682285,-73.9849583289
40.6847943322,-73.9854354851
40.6849230889,-73.9858392917
40.6850521421,-73.9860415101
40.6851392313,-73.9860536495
40.6853457919,-73.9858954988
40.6855280634,-73.985762495
40.6857743241,-73.985650691
40.686145609,-73.985400632
40.6862751206,-73.9853117767
40.6864719838,-73.9852199907
40.6866482373,-73.9851122192
40.6868617271,-73.9849494997
40.6870451381,-73.9848449936
40.6871104864,-73.9847981581
40.6872193412,-73.9846802781
40.6876095411,-73.9844330724
40.687920729,-73.9842851302
40.6882183286,-73.9842680513
40.688083926,-73.9845148463
40.6881351607,-73.9845284545
40.6881044169,-73.9845550049
40.6880686933,-73.9845881315
40.6880258864,-73.9846286223
40.6879976813,-73.9846506276
40.6879844073,-73.984667236
40.6880093467,-73.9847162153
