latitude,longitude
31.234635181,121.5344037465
31.2347410746,121.5344668802
31.2347380899,121.5344865996
31.2343257539,121.5345670909
31.2340517276,121.5344101343
31.2337690481,121.5339760868
31.2337520779,121.5339934744
31.2335993856,121.533723189
31.2332126606,121.533896028
31.2328045969,121.5340319244
31.2327150169,121.5340262524
31.232553962,121.5338413885
31.2324136701,121.5337461533
31.2322934117,121.5336822769
31.232181441,121.5334760001
31.2320376591,121.5332469503
31.2318344473,121.5330755104
31.231730613,121.5329463662
31.2316608194,121.532866324
31.2315576695,121.5326650505
31.2315576088,121.5326649321
31.2315187536,121.5325891149
31.2312989363,121.532215004
31.2310480168,121.5317182018
31.230983217,121.5315618452
31.230895085,121.5313869348
31.2307593057,121.531014828
31.2306534377,121.5305885298
31.2305744681,121.5303276053
31.2304379113,121.5300712742
31.2303471138,121.5297848366
31.2302029533,121.5294017307
31.2301148416,121.5291932194
31.2300362891,121.5290177397
31.2299217434,121.5289018113
31.2298368429,121.5288956254
31.2294812443,121.5290083189
31.2293112337,121.5291151449
31.2292202663,121.5292164678
31.2290784394,121.5292471326
31.2289410892,121.5294381165
31.2285911636,121.5295594046
31.2283234718,121.5294928656
31.2280852684,121.5294084493
31.2281444045,121.5297175704
31.2281457303,121.5301397729
31.2279066755,121.5300994295
31.2278122733,121.530051215
31.2277627549,121.5300320147
31.2277344018,121.5300164778
31.2277408553,121.5300151889
31.2277878094,121.5300303351
31.2277634801,121.5299858301
31.2277432376,121.5299589104
31.2277053095,121.5297088456
