latitude,longitude
31.2099199636,121.5265207484
31.2106191367,121.5263395264
31.210649854,121.5263149719
31.2110246054,121.5263296706
31.2112092188,121.5263639663
31.2113649569,121.5263923702
31.2117441346,121.5264547091
31.2120406565,121.526413128
31.2123800557,121.5263043184
31.2125558321,121.5261795219
31.2126633559,121.5259685786
31.2127504134,121.5257773254
31.2132319388,121.5257119953
31.2135077112,121.5256992552
31.2136615889,121.5256386436
31.2137454985,121.5255301378
31.2137985494,121.525310675
31.2138802999,121.5249732996
31.2138674755,121.5245665714
31.2138194584,121.524260051
31.2137099847,121.5238887905
31.2135624424,121.5237329415
31.2135673173,121.5236153573
31.21368075,121.5235288807
31.2139318957,121.5235877404
31.2144580464,121.5237001839
31.21450582,121.5237179658
