latitude,longitude
31.234635181,121.5344037465
31.2347106379,121.5345173007
31.2347526257,121.5344476102
31.234760119,121.534520775
31.2347029636,121.5345909117
31.2344056404,121.5346654373
31.2342141656,121.5345538596
31.2340312699,121.5341885189
31.2338860227,121.5339514347
31.2338123795,121.533816255
31.2337287392,121.5335030236
31.2335738392,121.5332136587
31.2335119721,121.5331625605
31.2328106847,121.5334406991
31.2326070823,121.5336609584
31.2325270712,121.533810733
31.2324337283,121.5338651612
31.2323648408,121.5339251691
31.2322212987,121.5337487393
31.2320817763,121.5336075198
31.2320190558,121.5334625548
31.2319100223,121.5332365207
31.2318009337,121.5330270279
31.2316996662,121.5328616621
31.2316164953,121.5325622721
31.2313034503,121.5322009458
31.23111306,121.5319243259
31.2309739952,121.5318183636
31.2308332903,121.5318850593
31.2308185242,121.5318689989
31.230821348,121.5316891579
31.2308209292,121.5314241543
31.2307521322,121.5311306175
31.2306713834,121.5308667715
31.2305115433,121.5303395217
31.2304047229,121.5300038549
31.2301895281,121.5294620633
31.2301448503,121.5293148326
31.2300684986,121.5290822168
31.2300035482,121.5290418755
31.2297215191,121.5289709495
31.229334332,121.5289743793
31.228856882,121.5290266582
31.2286778958,121.5291349538
31.2285120281,121.529322829
31.2282731709,121.5293289786
31.2272411182,121.5306650502
31.2284649127,121.5296812849
31.2283822286,121.5300501314
31.2282725578,121.5302550986
31.228018545,121.5300809891
31.2278715539,121.5300850887
31.2278517437,121.5300687914
31.2278404062,121.530028712
31.2278284916,121.5299705379
31.2277771556,121.5299098645
31.2277304761,121.5298702961
31.2277304429,121.5298702679
31.2277085033,121.5298516705
31.2277199698,121.5299290259
31.2277053095,121.5297088456
