latitude,longitude
31.2279565401,121.529952871
31.2260726468,121.5308348414
31.2260746828,121.5307492939
31.2257350831,121.5305449626
31.2255172252,121.53031504
31.2253357188,121.5301714316
31.2251580045,121.5299537697
31.2250514031,121.5296206689
31.2252601986,121.5295689129
31.225396436,121.5294873048
31.2254052013,121.5292771269
31.2254464874,121.5290202588
31.2256131695,121.5285734554
31.2256222375,121.5282863687
31.2255035424,121.5280918548
31.2254241609,121.5278709539
31.2253567526,121.5276196196
31.2252907978,121.5273763116
31.2252072132,121.5271006911
31.225145724,121.5271564541
31.2249574465,121.5269182866
31.2249607553,121.5263508042
31.224874719,121.5262947615
31.2248268455,121.5263366156
31.2247611715,121.52635952
31.2247260069,121.5261969131
31.2246480386,121.5257267646
