latitude,longitude
31.2279565401,121.529952871
31.2277086283,121.5299364276
31.227743799,121.5298514381
31.2277692709,121.5298183608
31.2277167314,121.5298733548
31.2276568124,121.5299931735
31.2277200079,121.5300627045
31.2278512449,121.5302161835
31.2277116646,121.5302795116
31.2274559723,121.5300156888
31.2270184432,121.530244306
31.2266693575,121.5306247523
31.2265476043,121.5307424338
31.2264425991,121.5308313792
31.2264126513,121.5310167521
31.2263545665,121.5309907308
31.2262294738,121.5308950355
31.2261275228,121.5308137546
31.2257571704,121.5304998817
31.2255038603,121.5303195517
31.2253637681,121.5302319694
31.2252756838,121.5300365958
31.2250599571,121.5295270845
31.2248205397,121.5293790384
31.2246318248,121.5290717615
31.2246375265,121.5288169941
31.2244594561,121.5284724434
31.2243798988,121.5282971167
31.224244199,121.527930477
31.2241393429,121.5277930699
31.2240206139,121.5276473174
31.2239711015,121.5275001209
31.2239171215,121.5274535321
31.2238785707,121.5274238671
31.2238234097,121.5273598896
31.2237146124,121.5271136594
31.2238452252,121.5276670005
31.2239980451,121.5283080132
31.2239520317,121.5285715095
31.2221325078,121.5282429244
31.2220629405,121.5282147721
31.2220628249,121.5282147253
31.2219361315,121.5281634554
31.2215778531,121.5280667124
31.2212191124,121.5280421905
31.2210653979,121.5280357913
31.2208422244,121.5280228454
31.2205815019,121.5279952474
31.2200348166,121.5278067328
31.2199227317,121.5276474149
31.2198461649,121.5275872321
31.2196928053,121.5275508476
31.2194927164,121.5275013434
31.2190386157,121.5274626415
31.2186468469,121.5275175484
31.2183520741,121.527549515
31.2181230722,121.5275437629
31.2171181084,121.5278902546
31.2169309653,121.5279119981
31.2167919388,121.5277903766
31.2166982179,121.5273733639
31.2166082118,121.5271297481
31.216504362,121.5269615268
31.2163797052,121.5269086466
31.216035307,121.5270018012
31.2158936049,121.5269094163
31.2157411958,121.5268577872
31.2156350256,121.5268084511
31.2155190004,121.526715938
31.2149371868,121.5266250064
31.2147768503,121.5266336609
31.2145801716,121.5264986101
31.2141191826,121.5264530771
31.213894928,121.5264309956
31.213707273,121.5265271529
31.213736499,121.5260964001
31.2137187814,121.5258986513
31.21367245,121.5258256736
31.213572893,121.5257377409
31.2134683357,121.525736972
31.2131969444,121.5257345764
31.2128206764,121.5257585472
31.2126916189,121.5259942666
31.2124826678,121.5263165246
31.2121809852,121.5264122735
31.2119666123,121.5264841638
31.2116026682,121.5264275941
31.2111163941,121.52632394
31.2108776917,121.526258732
31.2106243166,121.5263190404
31.2105282673,121.5264064737
31.2105747752,121.5264390954
31.2106214155,121.526439272
31.2106189215,121.5264582624
31.210563884,121.526449475
31.2099199636,121.5265207484
