latitude,longitude
31.2277053095,121.5297088456
31.228058468,121.5299488978
31.2279908194,121.5299751914
31.2282504082,121.5298446184
31.2283676815,121.529612408
31.2283908,121.5294947752
31.2286258921,121.529618653
31.2289179576,121.5293786956
31.2291785822,121.5291760537
31.2294779366,121.5290763787
31.2298863091,121.5289497787
31.2301536749,121.5289666901
31.230133748,121.5292575077
31.2303099502,121.5297339273
31.2305764305,121.5306326512
31.2306935286,121.5310101241
31.230786518,121.5311822271
31.2309054774,121.531405889
31.23107624,121.5318014148
31.2311988359,121.5319411361
31.2313342542,121.5322655734
31.23144864,121.5325018349
31.2315794991,121.5327056526
31.2318285447,121.5330176634
31.232179035,121.5334572591
31.2323750142,121.5336767404
31.2325862062,121.5336596907
31.2328031503,121.533488588
31.2331230631,121.5333383628
31.2335952481,121.5332484023
31.2338364309,121.5334094373
31.2339151622,121.5336320942
31.2339233148,121.5341229827
31.2341152837,121.5345728093
31.2344653047,121.5346347747
31.2347027927,121.5345167966
31.2347633261,121.5342489034
31.2347849228,121.534213629
31.2348170597,121.5342556055
31.2352268942,121.5346552235
