latitude,longitude
31.2099199636,121.5265207484
31.2100473217,121.5255397833
31.2101406386,121.5250290849
31.2100521837,121.5246297766
31.2100387127,121.5243158135
31.2100093835,121.5241973599
31.209971323,121.5240918856
31.2099478801,121.5239758349
31.2101721041,121.5224112847
31.2100986577,121.521683084
31.2133332581,121.5233332382
31.2135229361,121.5236195471
31.2135483607,121.5235864639
31.2135792098,121.5235576903
31.2136114354,121.5235383018
31.2136725098,121.5235379043
31.2144735963,121.5239216269
31.215366926,121.5243403251
31.2186190118,121.5251765969
31.2193704279,121.5251786538
31.220871779,121.5250560915
31.2221072347,121.5246840653
31.2223982331,121.5246424416
31.2228410109,121.5248406747
31.2254873231,121.5303942988
31.2256696157,121.5305684317
31.2256130076,121.5304941208
31.225635124,121.5305115394
31.2256351968,121.5305115968
31.2257441355,121.5305973954
31.2263036718,121.5309727204
31.2272704648,121.5317175135
31.2277053095,121.5297088456
