latitude,longitude
31.2099199636,121.5265207484
31.2100270186,121.5266164724
31.2101073063,121.5266080356
31.2102507147,121.5266024371
31.2107931625,121.526407704
31.2108587323,121.5263541121
31.210800933,121.526406769
31.2106545507,121.5262633341
31.210725083,121.5260577607
31.2109244763,121.526032839
31.2111774337,121.5260427176
31.2113539411,121.5261304869
31.2115039452,121.5262052507
31.2117419766,121.5263571154
31.2119831748,121.5264334906
31.2121948065,121.5263629362
31.2124980695,121.5261626131
31.2125705105,121.5259180223
31.2128743692,121.5257484333
31.2131455455,121.5256776808
31.2135444273,121.5256578698
31.2137393503,121.5255119848
31.2138435012,121.5251738147
31.2138503964,121.5249021263
31.2137615904,121.5246418994
31.2136503402,121.5240761519
31.2136178016,121.5238965658
31.2136140584,121.5238229663
31.2136305117,121.5237758093
31.2136422796,121.5236832555
31.2137143416,121.523503732
