latitude,longitude
22.5363670631,113.9889073825
22.536358002,113.9889079063
22.5363268083,113.9889095692
22.5363013925,113.9889003638
22.53631437,113.9889059127
22.5363472123,113.9888603232
22.5363586118,113.9888546055
22.5363586494,113.9888472044
22.5363981384,113.988957155
22.5366058724,113.9890594778
22.5366664452,113.9890454403
22.5366286416,113.9889949815
22.5363189188,113.9886385349
22.5364060424,113.9820395466
22.5364056391,113.9817554357
22.5364775953,113.9815819896
22.5395634273,113.9717057307
22.5411623829,113.9663868339
22.5417889536,113.9646777199
22.5430578191,113.9608384537
22.5432317367,113.960006802
22.5432317367,113.960006802
22.5432317367,113.960006802
22.5432317367,113.960006802
22.5434779943,113.9531617846
22.5434796659,113.9504523156
22.551017688,113.9286221968
22.5537950041,113.9285464099
22.5666662541,113.9301485209
22.5696136595,113.9221396769
22.5720975034,113.9220255269
22.5984518049,113.8928895859
22.6014121376,113.8887371805
22.6035011171,113.8858553507
22.6035014713,113.885854862
22.6035429615,113.8857976247
22.6289975115,113.852668174
22.6294497951,113.8502749544
22.6275613975,113.8490564196
22.6157578283,113.8266779333
22.6146848364,113.8243174921
22.6140559224,113.822306784
22.6276259816,113.8118695148
22.6270841603,113.8089049547
22.6268170233,113.8082815395
22.626736668,113.8075015702
