latitude,longitude
31.9718365097,118.7945984583
31.9718391401,118.7946675033
31.9718682992,118.7946847856
31.9726257393,118.7935594059
31.9725426706,118.7940117523
31.9734275162,118.7940343223
31.9762659692,118.7940253793
31.9858079795,118.7961748719
31.9877339505,118.7950168964
31.9894160188,118.7939230333
31.9953058587,118.7897675553
31.9972752045,118.7888117185
31.9988733515,118.7900325563
32.0002082193,118.7905765772
32.0016023255,118.7908916662
32.0041179902,118.7911528044
32.0163562498,118.791369478
32.016563423,118.7894055131
32.016563423,118.7894055131
32.0167467143,118.7888222839
32.0173351951,118.787548961
32.0176592406,118.7872773744
32.0201045686,118.7876309713
32.0212388286,118.787771254
32.0223498235,118.7877512574
32.0229631067,118.7877237414
32.0229770882,118.7877075023
32.0230410051,118.7876718025
32.0229996573,118.7876693961
