latitude,longitude
31.2099199636,121.5265207484
31.2100067899,121.5248936737
31.2099651235,121.5244535901
31.2099693704,121.5239169229
31.2099199375,121.5234917028
31.2100971736,121.5226095136
31.2118820123,121.5225573292
31.2133856785,121.5233332118
31.2142133008,121.5238254494
31.2166394003,121.5247725325
31.2202638193,121.5250691629
31.2212148592,121.5250057383
31.2226403032,121.5245169389
31.2240053571,121.5276307759
31.2247862979,121.5292987068
31.2249447253,121.5296727274
31.2257689655,121.5307788381
31.2258590002,121.5308681251
31.2258590002,121.5308681251
31.2258590002,121.5308681251
31.2258590002,121.5308681251
31.2258590002,121.5308681251
31.2267232067,121.5312149278
31.2277053095,121.5297088456
