latitude,longitude
31.2277053095,121.5297088456
31.2283397972,121.5284617437
31.2282975437,121.5283359308
31.2282874236,121.5282573582
31.2311162353,121.5224808673
31.2324698352,121.5201396665
31.233624317,121.5150697015
31.2286344846,121.5273757159
31.231359862,121.5191915598
31.2313603193,121.5191901868
31.2349165147,121.5085111306
31.2347401064,121.5080285675
31.2347145592,121.5079511648
31.2346990013,121.5079018477
31.2346967062,121.507894281
31.2346970931,121.5078960878
31.2344930225,121.5071935579
