latitude,longitude
31.242123789,121.5045049002
31.2420493892,121.5040900527
31.2421797887,121.503822559
31.2421882672,121.5037376121
31.2419330185,121.5035008932
31.2417100873,121.5032272542
31.2417330221,121.502895181
31.2418118487,121.502747951
31.2419806262,121.5024227725
31.2420976295,121.5023398217
31.2424150618,121.5021478975
31.2424840365,121.5020603135
31.242536269,121.5020525782
31.2425675313,121.5019782843
31.2422377758,121.5017097712
31.2419126921,121.501443273
31.2416985809,121.5012175315
31.2414855451,121.5009597033
31.2412765226,121.5007020732
31.241178791,121.5005992673
31.2410887881,121.5002976521
31.240966407,121.5000315419
31.2407465399,121.4998369699
31.2402083062,121.4995467666
31.2404265758,121.4993757909
31.2402895193,121.4995035412
31.2399382924,121.499739145
31.2400247985,121.4996542733
31.2400248725,121.4996542007
31.2400522521,121.4996273383
31.2402083761,121.4995665869
31.2403396323,121.4994923845
31.240783111,121.4990892032
31.2409857909,121.4988783874
31.2412132643,121.4985407345
