latitude,longitude
22.5514183224,114.0951665249
22.551278049,114.0952228724
22.5515224908,114.0953606142
22.5514832734,114.0954608285
22.5513915755,114.0953571486
22.5511790031,114.0951477884
22.5507698824,114.0952358563
22.5504985275,114.0953096689
22.5501028991,114.0952932678
22.550015337,114.0952585672
22.549821884,114.0953498573
22.5497286173,114.0952762329
22.549644629,114.0952777625
22.5496814895,114.0950966698
22.5497979897,114.0948088645
22.5497429822,114.0947202329
22.549592679,114.0939743792
