latitude,longitude
31.2099199636,121.5265207484
31.2101224355,121.5266256582
31.2103425692,121.5265415533
31.2103030335,121.5265499827
31.2105909696,121.5264410759
31.2106022303,121.5264451006
31.2105828384,121.5264616123
31.2105737726,121.5262913912
31.210583202,121.5261737612
31.2104913434,121.5261857666
31.2103370534,121.5261717372
31.2101432062,121.526225109
31.2099746893,121.5262645446
31.2100327093,121.5261730725
31.2097857597,121.5272845187
31.2098572546,121.527791334
31.2099215706,121.5278730318
31.210114202,121.527793782
31.2103935678,121.5278216442
31.2105719075,121.527910634
31.2107317796,121.5279797209
