latitude,longitude
31.2099199636,121.5265207484
31.2100971587,121.5261709452
31.2099385054,121.5265479415
31.2108786897,121.5273952368
31.211704148,121.5276865792
31.2121734222,121.5281879483
31.2127070859,121.5283244023
31.2134387248,121.5285630464
31.2138815174,121.5287590478
31.2144102718,121.5290683694
31.2151360456,121.529428148
31.2156394939,121.529566004
31.216055952,121.5298383798
31.2162919571,121.5300498379
31.216210896,121.5307633854
31.2158266427,121.5312580266
31.2156737836,121.5318808569
31.2157905842,121.5327377432
31.2164254265,121.5326985862
31.2168654319,121.5330329784
31.2173366333,121.5331341809
31.2178080588,121.5329515334
31.2184082073,121.533288862
31.2186586335,121.5342740347
31.2187047531,121.5347182011
31.2185660676,121.5352821805
31.2183815444,121.5359190827
31.2184719686,121.536183946
31.2189786441,121.5368828126
31.2189975707,121.5372965599
31.2185542334,121.5375034272
31.2176828347,121.5383183549
31.2177324892,121.5386444872
31.2181235944,121.5393489252
31.2175629672,121.5388889799
31.2174920687,121.5387123233
31.2174919971,121.538712145
31.2174486536,121.5386041467
31.2172117818,121.5385972671
31.2166365597,121.5383618402
31.2159519559,121.5379269567
31.2154284989,121.5375756362
31.2146582843,121.5374891067
31.2145387122,121.5374941918
31.2144871769,121.5373284187
31.2145801723,121.5373666001
31.2146583257,121.5373238901
31.2147897879,121.5374070987
31.2145570956,121.5374062772
31.2141247011,121.5391481015
31.2140041174,121.5397263762
31.2137792186,121.5401156128
31.2132752653,121.5410819827
31.2131665002,121.5419214823
31.212869145,121.5433132653
31.2127560347,121.5440377296
31.212734737,121.5446240575
31.2128734567,121.5456081045
31.2129661506,121.5460418212
31.2129439394,121.5460861374
31.212853188,121.5460957012
31.212846278,121.5460830901
31.212846278,121.5460830901
31.2128459245,121.546082852
31.2128459245,121.546082852
31.2128459245,121.546082852
31.212851949,121.5461031641
31.2128495641,121.5449267391
31.2127321305,121.5448378599
31.2126273774,121.5442800902
31.2127391657,121.5439428908
31.2128434466,121.5433477503
31.2128960499,121.5429918965
31.2130060102,121.5423428319
31.2132921491,121.5414240895
31.2134614451,121.5409038613
31.2135700714,121.5403364649
31.2138600663,121.5395889347
31.214180923,121.5385269949
31.2143627132,121.5379808119
31.2147126064,121.5374485584
31.2149318469,121.5369993927
31.2138752953,121.537234072
31.2133421093,121.5370282182
31.2127826639,121.5369282411
31.211766753,121.5365241967
31.2115430142,121.5359033561
31.2115549968,121.5353089805
31.2116890974,121.5349297651
31.2118486875,121.5341015883
31.2121075435,121.5335949088
31.2122110658,121.533316526
31.2114555046,121.5330963922
31.2112330978,121.5328868972
31.2112723717,121.5323739068
31.2115070723,121.5316405678
31.211638291,121.5310843809
31.2110354005,121.5309738784
31.2105384445,121.5308792983
31.2101076338,121.5310125279
31.2096598197,121.5299270858
31.2098058647,121.5290601762
31.2098476604,121.5286221761
31.2098143637,121.527974863
31.209772824,121.5273482096
31.2098279714,121.5269212924
31.2106260264,121.5262919101
31.2103607459,121.526493878
