latitude,longitude
40.643357128,-73.7922146599
40.3085620386,-66.8673991544
40.3085594003,-66.8673445844
39.3587723458,-47.2221934755
39.3587697075,-47.2221389055
38.408982653,-27.5769877966
38.4089800147,-27.5769332266
37.4591929602,-7.9317821177
37.4591903219,-7.9317275478
36.5094032673,11.7134235611
36.509400629,11.7134781311
35.5596135745,31.35862924
35.5596109362,31.35868381
34.6098238817,51.0038349189
34.6098212434,51.0038894888
33.6600341889,70.6490405978
33.6600315506,70.6490951677
32.7102444961,90.2942462766
32.7102418578,90.2943008466
31.9352279997,106.3244881191
