latitude,longitude
31.23553169,121.4396631793
31.2355884908,121.4394761651
31.2355835538,121.4392940731
31.2355197788,121.4389465486
31.2354063206,121.4387322273
31.2350717376,121.4387800125
31.2347698172,121.4388065362
31.2345030817,121.4389624693
31.2343982235,121.4389578257
31.2342511774,121.4388852232
31.2341306091,121.4386874561
31.2339701088,121.4384334116
31.2339475252,121.4382752143
31.2338393386,121.4380546587
31.2337298061,121.4378236827
31.2335964819,121.4375108163
31.2334977248,121.4374039594
31.2332928446,121.4374102711
31.232920046,121.4375333711
31.2324325176,121.4377050882
31.2323481199,121.4376856999
31.232110581,121.4378415246
31.2320039641,121.4377888844
31.2317193953,121.4375291113
