latitude,longitude
40.7268094876,-74.0076136832
40.7268716967,-74.0073352371
40.7270070838,-74.0071643926
40.7270741587,-74.0070929863
40.7274009512,-74.0064099513
40.7275291217,-74.0061420661
40.7277980522,-74.0054436031
40.7283657424,-74.0048204131
40.7277563282,-74.0046210558
40.7278638562,-74.0034291061
40.7278638709,-74.0034289427
40.7278640567,-74.0034268834
40.7279157378,-74.0028401069
40.7279710698,-74.0015785733
40.727570924,-74.0015925589
40.7273088164,-74.0002192022
40.7270395527,-73.9991821881
40.7265411216,-73.9994171332
40.7258554763,-73.9980734933
40.7252251492,-73.9969168183
40.7252853222,-73.996843976
40.7252823744,-73.9967876963
40.7252854704,-73.99678203
40.7252877165,-73.9967795876
40.7252693159,-73.9967341858
40.7251769118,-73.9964574658
