latitude,longitude
31.2344484046,121.5296505373
31.2347668102,121.5301526088
31.2347563992,121.530038964
31.2346336972,121.5298453812
31.2344422338,121.5297988865
31.2342709818,121.5299204316
31.2340269249,121.5300844258
31.2340535866,121.5301013914
31.2344871144,121.5296464541
31.2347613219,121.5296834364
31.2350129398,121.5299878687
31.2351977727,121.5305867773
31.2353296156,121.5309411672
31.2354353129,121.531386543
31.2354749976,121.5316503383
31.2354759078,121.5320231407
31.235528484,121.5322416834
31.235322827,121.5325921838
31.2350103305,121.532947649
31.2348043637,121.5331672464
31.235110772,121.533375961
31.2352389002,121.5335453161
31.2352911038,121.5338280162
31.2352053756,121.5340729619
31.234848789,121.5343707785
31.2346254402,121.5343739673
31.2348256284,121.5343369391
31.2348262037,121.5343371259
31.2348262037,121.5343371259
31.2351656389,121.5343050816
31.2348947765,121.5342943315
31.234731789,121.5344341656
31.2344781803,121.5344252791
31.2340054564,121.5346909383
31.2341784906,121.5350111159
31.2334920481,121.5354417402
31.2332177014,121.5352645581
31.2329993107,121.5349458708
31.2329044471,121.5347858829
31.2327871082,121.5347295279
31.2326184429,121.5345980324
31.2325019477,121.5343101476
31.2323850963,121.5340236652
31.2322412674,121.533839548
31.2321994806,121.5339578465
31.2319878117,121.5338622977
31.231742233,121.5333926858
31.2317105131,121.5330881077
