latitude,longitude
31.2378619634,121.5181714393
31.2377954366,121.5180809471
31.2372959026,121.5169793164
31.2364668784,121.5147461315
31.2357286831,121.5128777318
31.2352097913,121.5119739593
31.2351002661,121.5120836842
31.2350259701,121.5125314157
31.2347005051,121.5127753857
31.2332874838,121.5129975877
31.2326673338,121.5129181044
31.2322189202,121.5117284004
31.2320121322,121.5113503233
31.2310728924,121.5113559858
31.2299146263,121.5119224622
31.2288254852,121.5105922716
31.2280573098,121.5084961679
31.2234041967,121.4934793864
31.2240414331,121.4900111569
31.2238222769,121.486361714
31.2219383344,121.4817428314
31.221211007,121.4800360252
31.2206643201,121.4777293031
31.220045912,121.4750100428
31.2188306048,121.4722532434
31.2188114591,121.4721468634
31.2187777184,121.4719669264
31.2184280393,121.4708361468
31.2176023113,121.4684354909
31.2173341407,121.466256284
31.2173102667,121.4643045272
31.2170767824,121.4627445916
31.2168429513,121.4609332803
31.2167445566,121.4607043147
31.2167303889,121.460721649
31.2167305049,121.4606639895
31.2166951708,121.4604875898
31.2163985033,121.4593564387
31.2156664402,121.4570211455
31.2151599612,121.4550694485
31.2147496407,121.4535884335
31.2159257634,121.4525005213
31.2168848658,121.4524161573
31.2168749814,121.45235983
