latitude,longitude
31.2099199636,121.5265207484
31.2101346521,121.5260420407
31.2101664571,121.5260908851
31.2104822332,121.5262030046
31.2107168012,121.5262227012
31.2110636166,121.5261355619
31.2112326054,121.526206726
31.2113961578,121.5263258827
31.2116553015,121.5264743774
31.2119021498,121.5265478909
31.212370973,121.526468321
31.212679516,121.5264105107
31.2128299992,121.5262955865
31.2127862602,121.5258832919
31.2127940673,121.5257219283
31.213030686,121.5256845619
31.2132951328,121.5256761706
31.2135310509,121.5256979455
31.2136686216,121.5257669448
31.2137155742,121.5257832515
31.2137313885,121.5259036487
31.2137524831,121.526177569
31.2138259786,121.5266070757
31.2141726684,121.5265953339
31.2143700505,121.5265797347
31.2145720939,121.5266717418
31.214728,121.5267557635
31.2150094019,121.5268567569
31.2154415819,121.5269026432
31.2157136396,121.5269008541
31.215881632,121.5268826079
31.2160507812,121.5269449146
31.2161928694,121.5268786181
31.2164558218,121.5268996768
31.2165878265,121.5269592492
31.2165694128,121.5271630843
31.2165693975,121.5271632544
31.2165632516,121.5272312876
31.2165951321,121.5275585003
31.2166632047,121.5277904548
31.2166849607,121.5278511381
31.2167577561,121.5278480123
31.217037123,121.5277460755
31.2172742111,121.5277522732
31.2176018494,121.5275874101
31.2179116221,121.5274492165
31.2181186033,121.527390291
31.2182494326,121.5273761687
31.2184436443,121.5274196686
31.2185882888,121.5274978364
31.2187293976,121.5275299248
31.2189542414,121.5275295476
31.2191898808,121.5274618586
31.2195720003,121.5273990475
31.2198093533,121.5273331741
31.2199644679,121.5273103565
31.2201881425,121.5272103296
31.220540661,121.5270737323
31.2205988878,121.5271076883
31.2204234274,121.5271943577
31.2203199953,121.5273322275
31.2207322626,121.5276209395
31.2208820254,121.5276961573
31.2210182356,121.5277279119
31.2211386154,121.5277776588
31.2212841191,121.5279161201
31.2216882351,121.5281376129
31.2217943995,121.5281776653
31.2219373919,121.5282672479
31.2222977201,121.5283816799
31.2239113943,121.5286727676
31.2238615187,121.5285862308
31.2240073819,121.5285035383
31.223818273,121.5276792134
31.2238273126,121.5273512892
31.2239972936,121.5271518659
31.2240242434,121.5274776863
31.2240048224,121.5276996984
31.2241773093,121.527871178
31.2243743957,121.5280625816
31.2247261155,121.5290719403
31.2248490994,121.5293934819
31.2250109203,121.5296470583
31.2251580301,121.5299560451
31.2250805953,121.5300306449
31.2252036758,121.530191802
31.2256622251,121.53057301
31.2259347257,121.5307531853
31.2262954576,121.5308083486
31.2264657382,121.5306965545
31.2265909616,121.5305470422
31.2267600712,121.5303986684
31.2271347163,121.530028719
31.2273351852,121.5296381114
31.227456603,121.5297281467
31.2275317458,121.5298438474
31.2275765853,121.5299125616
31.227590056,121.5299136717
31.2277053095,121.5297088456
