latitude,longitude
31.1954835878,121.3142321012
31.1954824283,121.3141294573
31.1955656148,121.3139635404
31.1956190201,121.3138493879
31.1956800232,121.3138447809
31.1957313688,121.3138505762
31.1958475083,121.3139845791
31.1958724329,121.3139786813
31.1958734478,121.3139477899
31.1958396178,121.3138787663
31.1957829074,121.3138514006
31.1957830258,121.313738645
31.1958190616,121.3136321549
31.1958291688,121.3136786433
31.1958028037,121.3139819066
31.1958096687,121.3140931288
31.1958096687,121.3140931288
31.1958096687,121.3140931288
31.1958096687,121.3140931288
31.1958051969,121.3140731883
31.1962849392,121.3157804274
31.1961935666,121.3164259825
31.1961935666,121.3164259825
31.1962676249,121.3168815364
31.1965055756,121.3169038389
31.1965272674,121.3168004577
31.1965237214,121.316880474
31.1965237793,121.3168813626
31.1965237895,121.316881573
31.1965233272,121.3168839811
31.1965230122,121.3168850579
31.1965224733,121.3168896184
31.196519635,121.316902694
31.1965190679,121.3169115072
31.1965318792,121.3168993214
31.1964941701,121.3169248158
31.1964298564,121.3171253207
31.1964449749,121.3171419927
31.1964405488,121.3167811123
31.1963731679,121.3160938922
31.1962938107,121.3156277711
31.1961743872,121.3151597837
31.1960631918,121.3147903985
31.1959039822,121.3143619363
31.1958751851,121.3139331983
31.1958794877,121.3137698088
31.1958662021,121.3135920014
31.1957712652,121.3133800232
31.195755074,121.3133437073
31.1957435983,121.3133155154
31.1957435983,121.3133155154
31.1957435983,121.3133155154
31.195836214,121.3134132615
31.1958753273,121.3133813016
31.195867098,121.3133600854
31.1958510482,121.3133379464
31.1958197804,121.3132717735
31.1957665088,121.3132238129
31.1957192941,121.3131890117
31.195656646,121.3131681299
31.1955795459,121.3131524744
31.1955423357,121.3131428976
31.1955114434,121.3131313462
31.1955148869,121.3131280242
31.1955086504,121.3131103566
31.1954863445,121.3130609073
31.195458739,121.3130230362
31.1951589003,121.3129294162
31.1951508198,121.3128723917
31.1949120994,121.3128500246
31.1947093451,121.3127311271
31.194721942,121.3125727415
31.1946279227,121.3125373374
31.1946077746,121.3124952963
31.1943959364,121.3124046158
31.1942462272,121.3124462835
31.1940626401,121.3126590884
31.1938303466,121.3126675712
31.1935894795,121.3126514998
31.1934667055,121.3125272366
31.1934233153,121.3123603446
31.1934266307,121.3121871715
