latitude,longitude
31.160594305,121.8068266276
27.7218376935,118.5790721891
27.7218271668,118.5790623083
23.9322462879,115.0220101863
23.9322357613,115.0220003056
22.6308402252,113.8004584251
22.6306005247,113.8005673601
22.6296840812,113.8012895924
22.6283402223,113.8036630419
22.6284115556,113.8037757748
22.6284246573,113.8054888538
22.6283157717,113.8057410399
22.6282944227,113.8057944248
22.6282744064,113.8058393322
22.62825263,113.8058872178
22.6282359138,113.8059238875
22.628227039,113.8059433536
22.628223081,113.8059520435
22.6282211229,113.8059563557
22.6282197414,113.8059594114
22.6282183893,113.8059624084
22.628216816,113.8059658956
22.6282150979,113.805969691
22.6282125867,113.8059752026
22.6282068364,113.8059878291
22.6281925868,113.8060192769
22.6281818058,113.8060431657
