latitude,longitude
40.6845404481,-73.9848805541
40.6847280755,-73.9853137318
40.6848152001,-73.9855249343
40.6849115227,-73.9857433289
40.6850120839,-73.9858828247
40.6853442085,-73.9858915859
40.6856137851,-73.9856616373
40.6857447982,-73.9855999023
40.6859730253,-73.9854880595
40.686415656,-73.985168542
40.6866839186,-73.9850064857
40.6868953271,-73.9848644796
40.6876640896,-73.9843183607
40.687918479,-73.9841231492
40.6880897238,-73.9839709665
40.6882209644,-73.9840080681
40.6882326972,-73.9843088398
40.6882614964,-73.9843905861
40.6883816507,-73.9845301386
40.6885469534,-73.9846350966
