latitude,longitude
31.2277053095,121.5297088456
31.2277094523,121.5298390731
31.22771844,121.5298513043
31.2277237304,121.5298582642
31.2278220394,121.5299865625
31.2277962577,121.5300609196
31.2277566483,121.5300543765
31.2276559506,121.5300242898
31.2275796817,121.5299657582
31.2278227906,121.5299989854
31.2281831231,121.5299600125
31.2280688219,121.5300502888
31.2276586008,121.5301384625
31.2272931678,121.5302061935
31.2269370155,121.5301533945
31.2269044325,121.5297987191
31.2271706604,121.5293136939
31.227953544,121.5284071241
31.2280526693,121.5282869674
31.2280365641,121.5282296528
31.2280096309,121.5281515371
31.2279683238,121.5280889402
31.2279411778,121.5280417
31.2280657395,121.5276390067
31.228277567,121.5273536971
31.2285568942,121.5270505934
31.2287399207,121.526865226
31.2289033981,121.5267974558
31.2290691879,121.5265684316
31.2290157615,121.5263548271
31.2288093494,121.526137584
31.2286517726,121.5260277041
31.2287549247,121.5257996509
31.2289492488,121.5257317517
31.2293255389,121.5252654386
31.2297807273,121.5246144149
31.2299437117,121.5244151779
31.2302449008,121.5242721014
31.2303487562,121.52415613
31.2304450063,121.5241207438
31.2304802031,121.5241016112
31.2305035515,121.5240839546
31.2305191375,121.5240685994
31.2305289155,121.5240558802
31.2305335121,121.524047105
31.2305341477,121.5240421392
31.2305380594,121.5240317774
31.2305443261,121.5240286262
31.2305442519,121.5240267683
31.2305426672,121.5240251911
31.2305351347,121.5240240784
31.2303102931,121.524018015
