latitude,longitude
31.2319190088,121.5333342284
31.2320131521,121.5334451982
31.2320683959,121.5335537398
31.2321620446,121.5337537769
31.2322864172,121.5340308832
31.2325719988,121.5339468174
31.2328221071,121.5336204854
31.2331972121,121.5332921937
31.2332095765,121.533289732
31.2332096927,121.5332897088
31.233597058,121.5332125866
31.2337207361,121.5335979782
31.2339036459,121.5340876838
31.234223766,121.5345211106
31.2346442907,121.534532623
31.2347673997,121.5344229418
31.2347918776,121.5343759656
31.2347658109,121.5343902487
31.234635181,121.5344037465
