latitude,longitude
31.214273631,121.5232416967
31.2138374897,121.5231211668
31.2138175999,121.5231079751
31.213790377,121.5231694266
31.213723095,121.5234156099
31.2137498353,121.5236377128
31.2137470466,121.5236670064
31.213747039,121.5236670868
31.2137321673,121.5238233067
31.2137905584,121.5240408861
31.213823684,121.5242401483
31.2137298721,121.5248276155
31.2137996258,121.5251590432
31.2138047225,121.5254182527
31.2136008032,121.5256209049
31.2132583083,121.5256824796
31.2129493957,121.525758476
31.2126875803,121.5259651353
31.2122910602,121.5262380973
31.2119852732,121.5264753747
31.2118490658,121.5265321901
31.2116317705,121.526406689
31.2113140945,121.5261079238
31.2110770524,121.5260311434
31.2107665656,121.5262351433
31.2106068326,121.5263466812
31.2105292468,121.5264048414
31.2102466761,121.5264656675
31.2099199636,121.5265207484
