latitude,longitude
31.22881570874397,121.52978264447323
31.22893509134505,121.52956094773069
31.22914795934585,121.52915466761637
31.229446508430073,121.5290322614002
31.229528393561502,121.52900216073343
31.229905787697113,121.52883360331298
31.230044546232023,121.52876437549378
31.230044525714188,121.52875635042142
31.229877250153837,121.52822871175185
31.2297029111823,121.52767799293851
31.22948924378632,121.52699685518584
31.229370321076193,121.52662167231945
31.229287659220944,121.5263538253306
31.229143441895708,121.52586427170122
31.22906789085697,121.52564156364437
31.229063853085716,121.52562651566573
31.229456787341086,121.52491418884358
31.230092742091173,121.52388178776356
31.230278814522958,121.52356774850955
31.230519570629347,121.52314635089833
31.231240841226068,121.52189116221129
31.231370178088167,121.52166941820873
31.231548135527174,121.52131723652836
31.23167338663385,121.5210643866025
31.231775669085643,121.52081956387575
31.231886797497374,121.52052055840738
31.231988163277947,121.52030683667229
31.231891257739576,121.51996169086148
31.23185485390875,121.51980918320967
31.23175898897093,121.51948008750593
31.23167923966551,121.51919614002927
31.23149052107475,121.51854596471775
31.231324952258664,121.51795598287272
31.231040747786754,121.51712217446426
31.23099637921633,121.51698370654485
31.230974979899063,121.5168382123729
31.23086202034078,121.51647899563649
31.2306734864494,121.5159050472974
31.230476839835003,121.51529195914816
31.2302307325676,121.51451129039826
